title,link,en,de,fr,es,nl,ko,ceb,ar,sv,ru,hi,tr,zh,af
Albertus Jonas Brandt,https://en.wikipedia.org/wiki/Albertus_Jonas_Brandt,1,1,1,1,0,1,1,1,0,1,0,1,1,1
Eelke Jelles Eelkema,https://en.wikipedia.org/wiki/Eelke_Jelles_Eelkema,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Portrait of Pope Julius II,https://en.wikipedia.org/wiki/Portrait_of_Pope_Julius_II,1,0,1,1,1,1,1,1,0,1,0,1,1,1
Ploughing in the Nivernais,https://en.wikipedia.org/wiki/Ploughing_in_the_Nivernais,1,0,1,1,1,1,1,1,0,1,0,1,1,1
Rosa Bonheur,https://en.wikipedia.org/wiki/Rosa_Bonheur,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Hendrik Voogd,https://en.wikipedia.org/wiki/Hendrik_Voogd,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Study of a Young Woman,https://en.wikipedia.org/wiki/Study_of_a_Young_Woman,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Equestrian Portrait of Charles I,https://en.wikipedia.org/wiki/Equestrian_Portrait_of_Charles_I,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Crab on its Back,https://en.wikipedia.org/wiki/Crab_on_its_Back,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 1. The Marriage Settlement,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_1._The_Marriage_Settlement,1,0,1,1,1,1,1,1,1,1,0,1,1,1
William Hogarth,https://en.wikipedia.org/wiki/William_Hogarth,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 2. The Tête à Tête,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_2._The_T%C3%AAte_%C3%A0_T%C3%AAte,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 3. The Inspection,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_3._The_Inspection,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 4. The Toilette,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_4._The_Toilette,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 5. The Bagnio,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_5._The_Bagnio,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Marriage A-la-Mode: 6. The Lady's Death,https://en.wikipedia.org/wiki/Marriage_A-la-Mode:_6._The_Lady%27s_Death,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Lady Standing at a Virginal,https://en.wikipedia.org/wiki/Lady_Standing_at_a_Virginal,1,0,1,1,1,1,1,1,1,1,0,1,1,1
The Umbrellas (Renoir),https://en.wikipedia.org/wiki/The_Umbrellas_(Renoir),1,0,1,1,1,1,1,1,1,1,0,1,1,1
Christen Dalsgaard,https://en.wikipedia.org/wiki/Christen_Dalsgaard,1,0,1,0,0,1,1,1,0,1,0,1,1,0
The Horse Fair,https://en.wikipedia.org/wiki/The_Horse_Fair,0,0,1,1,0,1,1,1,0,1,0,1,1,0
Karl Friedrich Schinkel,https://en.wikipedia.org/wiki/Karl_Friedrich_Schinkel,1,0,1,1,1,1,1,1,1,1,0,1,0,1
The Virgin and Child with Saint Anne (Leonardo),https://en.wikipedia.org/wiki/The_Virgin_and_Child_with_Saint_Anne_(Leonardo),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Leonardo da Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci,1,0,1,1,1,1,1,1,1,1,0,1,1,1
User:Dcoetzee,https://en.wikipedia.org/wiki/User:Dcoetzee,0,0,1,1,1,1,1,1,1,1,0,1,1,1
Parisian Women in Algerian Costume (The Harem),https://en.wikipedia.org/wiki/Parisian_Women_in_Algerian_Costume_(The_Harem),1,0,1,1,1,1,1,1,1,1,0,1,1,1
Still Life with Profile of Laval,https://en.wikipedia.org/wiki/Still_Life_with_Profile_of_Laval,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Miss La La at the Cirque Fernando,https://en.wikipedia.org/wiki/Miss_La_La_at_the_Cirque_Fernando,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Venus and Mars (Botticelli),https://en.wikipedia.org/wiki/Venus_and_Mars_(Botticelli),0,0,1,1,1,1,1,0,1,1,0,1,1,1
Virgin of the Rocks,https://en.wikipedia.org/wiki/Virgin_of_the_Rocks,1,0,1,1,0,1,1,1,1,1,0,1,1,0
The Surrender of Breda,https://en.wikipedia.org/wiki/The_Surrender_of_Breda,1,1,1,1,0,1,1,1,0,1,0,1,1,0
Portrait of Doge Leonardo Loredan,https://en.wikipedia.org/wiki/Portrait_of_Doge_Leonardo_Loredan,1,1,1,1,0,1,1,1,0,1,0,1,1,0
Giovanni Bellini,https://en.wikipedia.org/wiki/Giovanni_Bellini,1,0,1,1,1,1,1,1,0,1,0,1,1,1
Breakfast Time (painting),https://en.wikipedia.org/wiki/Breakfast_Time_(painting),1,0,1,1,1,1,1,1,1,1,0,1,1,1
Hanna Hirsch-Pauli,https://en.wikipedia.org/wiki/Hanna_Hirsch-Pauli,0,0,1,1,0,1,1,1,1,1,0,1,1,1
Dancing Fairies,https://en.wikipedia.org/wiki/Dancing_Fairies,1,0,1,1,0,1,1,1,1,1,0,1,1,1
August Malmström,https://en.wikipedia.org/wiki/August_Malmstr%C3%B6m,1,0,1,1,1,1,1,1,1,1,0,1,1,1
The Old Musician,https://en.wikipedia.org/wiki/The_Old_Musician,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Virgin and Child with Four Angels,https://en.wikipedia.org/wiki/Virgin_and_Child_with_Four_Angels,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Gerard David,https://en.wikipedia.org/wiki/Gerard_David,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Henriette Mayer van den Bergh,https://en.wikipedia.org/wiki/Henriette_Mayer_van_den_Bergh,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Jozef Van Lerius,https://en.wikipedia.org/wiki/Jozef_Van_Lerius,0,0,1,1,1,1,1,1,1,1,0,1,1,1
Northeaster (painting),https://en.wikipedia.org/wiki/Northeaster_(painting),1,0,1,1,1,1,1,1,1,1,0,1,1,1
The Threatened Swan,https://en.wikipedia.org/wiki/The_Threatened_Swan,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Jan Asselijn,https://en.wikipedia.org/wiki/Jan_Asselijn,1,0,1,1,1,1,1,1,0,1,0,0,1,1
Wheat Fields,https://en.wikipedia.org/wiki/Wheat_Fields,1,0,1,1,1,1,1,1,0,1,0,0,1,1
Green Wheat Field with Cypress,https://en.wikipedia.org/wiki/Green_Wheat_Field_with_Cypress,1,0,1,1,1,0,1,1,0,1,0,0,1,1
Rain (Van Gogh),https://en.wikipedia.org/wiki/Rain_(Van_Gogh),0,0,1,1,1,0,1,1,0,1,0,0,1,1
Enclosed Field with Peasant,https://en.wikipedia.org/wiki/Enclosed_Field_with_Peasant,1,0,1,1,1,0,1,1,0,1,0,0,1,1
Barge Haulers on the Volga,https://en.wikipedia.org/wiki/Barge_Haulers_on_the_Volga,1,1,1,1,1,0,1,1,1,1,0,1,0,1
Ilya Repin,https://en.wikipedia.org/wiki/Ilya_Repin,1,0,1,1,1,0,1,1,0,1,0,1,1,1
Interior with Portraits,https://en.wikipedia.org/wiki/Interior_with_Portraits,1,0,1,1,1,0,1,1,0,1,0,1,1,1
Thomas Le Clear,https://en.wikipedia.org/wiki/Thomas_Le_Clear,1,0,1,1,1,0,1,1,0,1,0,1,1,1
The Fall of the Titans,https://en.wikipedia.org/wiki/The_Fall_of_the_Titans,1,0,1,1,1,0,1,1,0,1,0,1,1,1
Cornelis van Haarlem,https://en.wikipedia.org/wiki/Cornelis_van_Haarlem,1,0,1,0,1,0,1,1,1,1,0,1,1,1
John F. Francis,https://en.wikipedia.org/wiki/John_F._Francis,0,0,1,0,1,0,1,1,1,1,0,1,1,1
Elisha,https://en.wikipedia.org/wiki/Elisha,1,0,1,1,0,0,1,1,0,1,0,0,0,1
Jan Nagel (painter),https://en.wikipedia.org/wiki/Jan_Nagel_(painter),0,0,1,0,0,0,1,1,0,1,0,0,0,1
The Headless Horseman Pursuing Ichabod Crane,https://en.wikipedia.org/wiki/The_Headless_Horseman_Pursuing_Ichabod_Crane,1,0,1,0,0,0,1,1,0,1,0,0,1,1
John Quidor,https://en.wikipedia.org/wiki/John_Quidor,1,0,1,1,0,0,1,1,0,1,0,0,1,1
The Embarkation for Cythera,https://en.wikipedia.org/wiki/The_Embarkation_for_Cythera,1,1,1,1,0,0,1,1,1,1,0,0,1,1
Antoine Watteau,https://en.wikipedia.org/wiki/Antoine_Watteau,1,0,1,1,1,1,1,1,1,1,0,1,0,1
Haller Madonna,https://en.wikipedia.org/wiki/Haller_Madonna,1,0,1,1,1,1,1,1,1,1,0,1,0,1
Luncheon of the Boating Party,https://en.wikipedia.org/wiki/Luncheon_of_the_Boating_Party,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Portrait of Henry VIII,https://en.wikipedia.org/wiki/Portrait_of_Henry_VIII,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Saudade,https://en.wikipedia.org/wiki/Saudade,0,0,0,0,0,1,1,1,1,1,0,0,0,1
José Ferraz de Almeida Júnior,https://en.wikipedia.org/wiki/Jos%C3%A9_Ferraz_de_Almeida_J%C3%BAnior,1,0,1,1,1,1,1,1,0,1,0,0,0,1
Walker Art Gallery,https://en.wikipedia.org/wiki/Walker_Art_Gallery,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Arthur Devis,https://en.wikipedia.org/wiki/Arthur_Devis,0,0,1,0,1,1,1,1,1,1,0,0,1,1
Goethe in the Roman Campagna,https://en.wikipedia.org/wiki/Goethe_in_the_Roman_Campagna,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Johann Heinrich Wilhelm Tischbein,https://en.wikipedia.org/wiki/Johann_Heinrich_Wilhelm_Tischbein,0,0,1,0,0,1,1,1,0,1,0,0,1,1
The Temptation of St Anthony (Bosch painting),https://en.wikipedia.org/wiki/The_Temptation_of_St_Anthony_(Bosch_painting),1,0,1,1,1,1,1,1,0,1,0,0,1,1
Claes Duyst van Voorhout,https://en.wikipedia.org/wiki/Claes_Duyst_van_Voorhout,1,0,1,1,1,1,1,1,0,1,0,0,1,1
Shrovetide Revellers,https://en.wikipedia.org/wiki/Shrovetide_Revellers,1,0,1,1,1,1,1,1,0,1,0,0,1,1
Melchior d'Hondecoeter,https://en.wikipedia.org/wiki/Melchior_d%27Hondecoeter,0,0,1,0,1,1,1,1,0,1,0,0,1,1
Saint John the Baptist (Leonardo),https://en.wikipedia.org/wiki/Saint_John_the_Baptist_(Leonardo),1,1,1,1,1,1,1,1,0,1,0,0,1,1
The Dance Lesson,https://en.wikipedia.org/wiki/The_Dance_Lesson,1,1,1,1,1,1,1,1,0,1,0,0,1,1
The Peasant Wedding,https://en.wikipedia.org/wiki/The_Peasant_Wedding,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Men of the Docks,https://en.wikipedia.org/wiki/Men_of_the_Docks,1,1,1,1,1,1,1,1,0,1,0,1,1,1
George Bellows,https://en.wikipedia.org/wiki/George_Bellows,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Self-Portrait as the Allegory of Painting,https://en.wikipedia.org/wiki/Self-Portrait_as_the_Allegory_of_Painting,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Artemisia Gentileschi,https://en.wikipedia.org/wiki/Artemisia_Gentileschi,0,0,1,1,0,1,1,1,1,1,1,0,1,1
The Magpie (Monet),https://en.wikipedia.org/wiki/The_Magpie_(Monet),1,0,1,1,0,1,1,1,1,1,1,0,1,1
User:Paris 16,https://en.wikipedia.org/wiki/User:Paris_16,0,0,1,1,0,1,1,1,1,1,1,0,1,1
The Magdalen Reading,https://en.wikipedia.org/wiki/The_Magdalen_Reading,0,0,1,1,0,1,1,1,0,1,1,0,1,1
Rogier van der Weyden,https://en.wikipedia.org/wiki/Rogier_van_der_Weyden,1,0,1,0,1,1,1,1,0,1,1,1,0,1
Flaming June,https://en.wikipedia.org/wiki/Flaming_June,1,0,1,1,1,1,1,1,0,1,1,1,1,1
In a Roman Osteria,https://en.wikipedia.org/wiki/In_a_Roman_Osteria,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Carl Bloch,https://en.wikipedia.org/wiki/Carl_Bloch,1,0,1,1,1,0,1,1,0,1,1,1,1,1
La Mousmé,https://en.wikipedia.org/wiki/La_Mousm%C3%A9,1,0,1,1,1,0,1,1,0,1,1,1,1,1
Adoration of the Shepherds (Giorgione),https://en.wikipedia.org/wiki/Adoration_of_the_Shepherds_(Giorgione),1,0,1,1,1,0,1,1,0,1,1,1,1,1
Giorgione,https://en.wikipedia.org/wiki/Giorgione,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Vertumnus (painting),https://en.wikipedia.org/wiki/Vertumnus_(painting),1,0,1,1,1,1,1,1,1,1,1,1,1,1
Giuseppe Arcimboldo,https://en.wikipedia.org/wiki/Giuseppe_Arcimboldo,1,0,1,1,1,1,1,1,0,1,1,1,0,1
The Storm (painting),https://en.wikipedia.org/wiki/The_Storm_(painting),1,0,1,1,1,1,1,1,0,1,1,1,1,1
Pierre Auguste Cot,https://en.wikipedia.org/wiki/Pierre_Auguste_Cot,1,0,1,1,0,1,1,1,0,1,1,1,1,1
The Flageolet Player on the Cliff,https://en.wikipedia.org/wiki/The_Flageolet_Player_on_the_Cliff,1,0,1,1,0,1,1,1,0,1,1,1,1,1
Venus Consoling Love,https://en.wikipedia.org/wiki/Venus_Consoling_Love,1,0,1,1,0,1,1,1,0,1,1,1,1,1
François Boucher,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Boucher,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Hermia and Lysander (painting),https://en.wikipedia.org/wiki/Hermia_and_Lysander_(painting),0,0,1,1,1,1,1,1,1,1,1,1,1,1
John Simmons (painter),https://en.wikipedia.org/wiki/John_Simmons_(painter),0,0,1,1,1,1,1,1,1,1,1,1,1,1
"The Crowning with Thorns (Caravaggio, Vienna)","https://en.wikipedia.org/wiki/The_Crowning_with_Thorns_(Caravaggio,_Vienna)",1,0,1,1,1,1,1,1,1,1,1,1,1,1
Nativity at Night,https://en.wikipedia.org/wiki/Nativity_at_Night,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Geertgen tot Sint Jans,https://en.wikipedia.org/wiki/Geertgen_tot_Sint_Jans,1,0,1,0,1,1,1,1,0,1,1,1,1,1
Fatata te Miti (By the Sea),https://en.wikipedia.org/wiki/Fatata_te_Miti_(By_the_Sea),1,0,1,1,1,1,1,1,0,1,1,1,1,1
The Quarrel of Oberon and Titania,https://en.wikipedia.org/wiki/The_Quarrel_of_Oberon_and_Titania,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Joseph Noel Paton,https://en.wikipedia.org/wiki/Joseph_Noel_Paton,1,0,1,0,0,1,1,1,0,1,1,1,1,1
Wivenhoe Park (painting),https://en.wikipedia.org/wiki/Wivenhoe_Park_(painting),1,0,1,0,0,1,1,1,1,1,1,1,1,1
John Constable,https://en.wikipedia.org/wiki/John_Constable,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Samuel Dirksz van Hoogstraten,https://en.wikipedia.org/wiki/Samuel_Dirksz_van_Hoogstraten,1,0,1,0,1,1,1,1,0,1,1,0,1,1
The Rocket (painting),https://en.wikipedia.org/wiki/The_Rocket_(painting),1,0,1,0,1,1,1,1,0,1,1,0,1,1
Edward Middleton Manigault,https://en.wikipedia.org/wiki/Edward_Middleton_Manigault,0,0,1,0,1,1,1,1,0,1,1,0,1,1
"Young Omahaw, War Eagle, Little Missouri, and Pawnees","https://en.wikipedia.org/wiki/Young_Omahaw,_War_Eagle,_Little_Missouri,_and_Pawnees",1,0,1,0,1,1,1,1,0,1,1,0,1,1
Charles Bird King,https://en.wikipedia.org/wiki/Charles_Bird_King,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Self-Portrait with a Friend,https://en.wikipedia.org/wiki/Self-Portrait_with_a_Friend,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Still Life: Vase with Pink Roses,https://en.wikipedia.org/wiki/Still_Life:_Vase_with_Pink_Roses,1,1,1,1,1,1,1,1,0,1,1,1,1,1
The Gulf Stream (painting),https://en.wikipedia.org/wiki/The_Gulf_Stream_(painting),1,1,1,1,1,1,1,1,0,1,1,1,1,1
Madonna of the Book,https://en.wikipedia.org/wiki/Madonna_of_the_Book,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Constantin Hansen,https://en.wikipedia.org/wiki/Constantin_Hansen,1,0,1,1,1,1,1,1,1,1,1,1,1,1
View from the Artist's Window,https://en.wikipedia.org/wiki/View_from_the_Artist%27s_Window,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Martinus Rørbye,https://en.wikipedia.org/wiki/Martinus_R%C3%B8rbye,1,0,1,1,0,1,1,1,0,1,1,1,1,1
The Voyage of Life,https://en.wikipedia.org/wiki/The_Voyage_of_Life,1,0,1,1,0,1,1,1,0,1,1,1,1,1
Nativity (Christus),https://en.wikipedia.org/wiki/Nativity_(Christus),0,0,1,1,0,1,1,0,0,1,1,1,1,1
Petrus Christus,https://en.wikipedia.org/wiki/Petrus_Christus,0,0,1,1,1,1,1,1,0,1,1,0,1,1
St. Michael Vanquishing Satan,https://en.wikipedia.org/wiki/St._Michael_Vanquishing_Satan,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Dovedale by Moonlight,https://en.wikipedia.org/wiki/Dovedale_by_Moonlight,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Rembrandt Peale,https://en.wikipedia.org/wiki/Rembrandt_Peale,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Portrait of a Carthusian,https://en.wikipedia.org/wiki/Portrait_of_a_Carthusian,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Cairn in Snow,https://en.wikipedia.org/wiki/Cairn_in_Snow,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Caspar David Friedrich,https://en.wikipedia.org/wiki/Caspar_David_Friedrich,1,0,1,1,1,1,1,1,0,1,0,1,1,0
Henri-Edmond Cross,https://en.wikipedia.org/wiki/Henri-Edmond_Cross,1,0,1,0,0,1,1,1,1,1,0,0,1,0
Léal Souvenir,https://en.wikipedia.org/wiki/L%C3%A9al_Souvenir,0,0,1,1,1,1,1,1,1,1,0,0,1,0
Madonna with the Blue Diadem,https://en.wikipedia.org/wiki/Madonna_with_the_Blue_Diadem,1,0,1,1,1,1,1,1,1,1,0,1,1,0
Gianfrancesco Penni,https://en.wikipedia.org/wiki/Gianfrancesco_Penni,0,0,1,0,0,1,1,1,0,1,0,1,1,0
Midsummer Eve Bonfire on Skagen Beach,https://en.wikipedia.org/wiki/Midsummer_Eve_Bonfire_on_Skagen_Beach,1,0,1,0,0,1,1,1,1,1,0,1,1,0
Our English Coasts,https://en.wikipedia.org/wiki/Our_English_Coasts,1,0,1,0,0,1,1,1,1,1,0,1,1,0
William Holman Hunt,https://en.wikipedia.org/wiki/William_Holman_Hunt,1,0,1,1,0,1,1,1,1,1,0,1,1,1
Frederic Remington,https://en.wikipedia.org/wiki/Frederic_Remington,1,0,1,1,1,1,1,1,1,1,0,1,0,1
Cymon and Iphigenia (Leighton painting),https://en.wikipedia.org/wiki/Cymon_and_Iphigenia_(Leighton_painting),1,0,1,1,1,1,1,1,1,1,0,1,0,1
Oedipus and the Sphinx,https://en.wikipedia.org/wiki/Oedipus_and_the_Sphinx,1,1,1,1,1,1,1,1,1,1,0,1,0,1
Gustave Moreau,https://en.wikipedia.org/wiki/Gustave_Moreau,1,0,1,1,0,1,1,1,0,1,0,1,1,1
"Niagara Falls, from the American Side","https://en.wikipedia.org/wiki/Niagara_Falls,_from_the_American_Side",1,0,1,1,0,1,1,1,0,1,0,1,1,1
Frederic Edwin Church,https://en.wikipedia.org/wiki/Frederic_Edwin_Church,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Adriaen van Utrecht,https://en.wikipedia.org/wiki/Adriaen_van_Utrecht,0,0,1,1,1,1,1,1,0,1,0,1,1,1
Samuel Peploe,https://en.wikipedia.org/wiki/Samuel_Peploe,1,0,1,1,0,1,1,1,0,1,0,1,1,1
Beauty Revealed,https://en.wikipedia.org/wiki/Beauty_Revealed,1,1,1,1,0,1,1,1,1,1,0,1,1,1
Sarah Goodridge,https://en.wikipedia.org/wiki/Sarah_Goodridge,1,0,1,1,0,1,1,1,1,1,0,1,1,1
User:Crisco 1492,https://en.wikipedia.org/wiki/User:Crisco_1492,0,0,1,1,0,1,1,1,1,1,0,1,1,1
Guido Reni,https://en.wikipedia.org/wiki/Guido_Reni,1,0,1,1,1,1,1,1,1,1,0,1,1,1
The Submission of Prince Dipo Negoro to General De Kock,https://en.wikipedia.org/wiki/The_Submission_of_Prince_Dipo_Negoro_to_General_De_Kock,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Nicolaas Pieneman,https://en.wikipedia.org/wiki/Nicolaas_Pieneman,1,0,1,0,1,1,1,1,1,1,0,1,1,1
User:Nagualdesign,https://en.wikipedia.org/wiki/User:Nagualdesign,0,0,1,0,1,1,1,1,1,1,0,1,1,1
The Fog Warning,https://en.wikipedia.org/wiki/The_Fog_Warning,1,0,1,0,1,1,1,1,1,1,0,1,1,1
"Carnation, Lily, Lily, Rose","https://en.wikipedia.org/wiki/Carnation,_Lily,_Lily,_Rose",1,1,1,1,1,1,1,1,1,1,0,1,1,1
John Singer Sargent,https://en.wikipedia.org/wiki/John_Singer_Sargent,1,0,1,1,0,1,1,1,1,1,0,1,1,1
The Balcony (Manet),https://en.wikipedia.org/wiki/The_Balcony_(Manet),1,1,1,1,1,1,1,1,1,1,0,1,1,1
The Gleaners,https://en.wikipedia.org/wiki/The_Gleaners,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Jean-François Millet,https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Millet,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Laura (Giorgione),https://en.wikipedia.org/wiki/Laura_(Giorgione),1,0,1,1,1,1,1,1,1,1,0,1,1,1
Portrait of Simonetta Vespucci,https://en.wikipedia.org/wiki/Portrait_of_Simonetta_Vespucci,1,0,1,1,1,1,1,1,1,1,0,1,1,1
Piero di Cosimo,https://en.wikipedia.org/wiki/Piero_di_Cosimo,1,0,1,0,1,1,1,1,0,1,0,1,0,1
September Morn,https://en.wikipedia.org/wiki/September_Morn,1,0,1,0,1,1,1,1,0,1,0,1,0,1
Paul Émile Chabas,https://en.wikipedia.org/wiki/Paul_%C3%89mile_Chabas,0,0,1,0,0,1,1,1,0,1,0,1,0,1
The Great Day of His Wrath,https://en.wikipedia.org/wiki/The_Great_Day_of_His_Wrath,1,0,1,0,0,1,1,1,0,1,0,1,0,1
John Martin (painter),https://en.wikipedia.org/wiki/John_Martin_(painter),1,0,1,0,1,1,1,1,0,1,0,1,0,1
Woman Holding a Balance,https://en.wikipedia.org/wiki/Woman_Holding_a_Balance,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Man Writing a Letter,https://en.wikipedia.org/wiki/Man_Writing_a_Letter,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Gabriël Metsu,https://en.wikipedia.org/wiki/Gabri%C3%ABl_Metsu,1,0,1,0,0,1,1,1,0,1,0,1,1,1
Woman Reading a Letter (Metsu),https://en.wikipedia.org/wiki/Woman_Reading_a_Letter_(Metsu),1,0,1,1,1,1,1,1,0,1,0,1,1,1
Summer Evening at Skagen. The Artist's Wife and Dog by the Shore,https://en.wikipedia.org/wiki/Summer_Evening_at_Skagen._The_Artist%27s_Wife_and_Dog_by_the_Shore,0,0,1,1,1,1,1,1,0,1,0,1,1,1
Daniel in the lions' den,https://en.wikipedia.org/wiki/Daniel_in_the_lions%27_den,0,0,0,1,1,1,1,0,0,1,0,1,1,1
Las Meninas,https://en.wikipedia.org/wiki/Las_Meninas,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Vanitas,https://en.wikipedia.org/wiki/Vanitas,0,0,0,0,0,0,1,1,0,0,0,1,0,1
Antonio de Pereda,https://en.wikipedia.org/wiki/Antonio_de_Pereda,1,0,1,0,1,0,1,1,0,1,0,1,1,1
Roses (Krøyer),https://en.wikipedia.org/wiki/Roses_(Kr%C3%B8yer),0,0,1,0,1,0,1,1,1,1,0,1,1,1
"Portrait of a Young Woman (Botticelli, Frankfurt)","https://en.wikipedia.org/wiki/Portrait_of_a_Young_Woman_(Botticelli,_Frankfurt)",1,0,1,1,1,0,1,1,1,1,0,1,1,1
Valentin de Boulogne,https://en.wikipedia.org/wiki/Valentin_de_Boulogne,1,0,1,1,1,0,1,1,1,1,0,1,1,1
The Washington Family,https://en.wikipedia.org/wiki/The_Washington_Family,0,0,1,1,1,0,1,0,1,1,0,1,1,1
Edward Savage (artist),https://en.wikipedia.org/wiki/Edward_Savage_(artist),0,0,1,1,1,0,1,1,1,0,0,1,1,1
Mrs. Richard Brinsley Sheridan (painting),https://en.wikipedia.org/wiki/Mrs._Richard_Brinsley_Sheridan_(painting),1,0,1,1,1,0,1,1,1,0,0,1,1,1
Nighthawks (painting),https://en.wikipedia.org/wiki/Nighthawks_(painting),1,1,1,1,1,1,1,1,1,1,0,1,1,1
Edward Hopper,https://en.wikipedia.org/wiki/Edward_Hopper,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Le Déjeuner sur l'herbe,https://en.wikipedia.org/wiki/Le_D%C3%A9jeuner_sur_l%27herbe,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Portrait of Bindo Altoviti,https://en.wikipedia.org/wiki/Portrait_of_Bindo_Altoviti,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Scene from A Midsummer Night's Dream,https://en.wikipedia.org/wiki/Scene_from_A_Midsummer_Night%27s_Dream,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Edwin Landseer,https://en.wikipedia.org/wiki/Edwin_Landseer,1,0,1,1,0,1,1,1,0,1,0,1,1,1
The Death of Socrates,https://en.wikipedia.org/wiki/The_Death_of_Socrates,1,1,1,1,0,1,1,1,1,1,0,1,1,1
Skull of a Skeleton with Burning Cigarette,https://en.wikipedia.org/wiki/Skull_of_a_Skeleton_with_Burning_Cigarette,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Almond Blossoms,https://en.wikipedia.org/wiki/Almond_Blossoms,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Copies by Vincent van Gogh,https://en.wikipedia.org/wiki/Copies_by_Vincent_van_Gogh,1,1,1,1,1,1,1,1,1,1,0,1,1,1
God Speed (painting),https://en.wikipedia.org/wiki/God_Speed_(painting),1,1,1,1,1,1,1,1,1,1,0,1,1,1
City of Workers,https://en.wikipedia.org/wiki/City_of_Workers,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Hans Baluschek,https://en.wikipedia.org/wiki/Hans_Baluschek,0,0,1,1,0,1,1,1,0,1,0,0,1,1
Woman with a Mirror,https://en.wikipedia.org/wiki/Woman_with_a_Mirror,1,0,1,1,0,1,1,1,0,1,0,0,1,1
Sunflowers (Van Gogh series),https://en.wikipedia.org/wiki/Sunflowers_(Van_Gogh_series),1,0,0,1,1,1,1,1,0,1,0,1,0,1
Berthe Morisot with a Bouquet of Violets,https://en.wikipedia.org/wiki/Berthe_Morisot_with_a_Bouquet_of_Violets,1,1,1,1,1,1,1,1,1,1,0,1,0,1
A Young Girl Reading,https://en.wikipedia.org/wiki/A_Young_Girl_Reading,1,1,1,1,1,1,1,1,1,1,0,1,0,1
